type,temp,hum,moist,ax,ay,az,gx,gy,gz,label
LANDSLIDE,28.99,97.21,3997,-1.4344989099830685,4.509577740938948,6.884374149671551,-3.489435895217565,-1.1740556403482862,-0.8619278186833905,Extreme
LANDSLIDE,23.43,85.23,3405,2.9475633615443453,-4.1623310710057435,5.213895139588059,-1.9600245021721308,-3.7149395726048358,0.9289798795767448,Extreme
LANDSLIDE,32.14,67.79,1105,0.04482543360618299,0.07761509894131563,9.822174927412982,-0.30104458738018924,0.2852241776363803,-0.07816000917802846,Normal
LANDSLIDE,25.18,70.31,1760,-0.4867127803648066,-0.30186601091964727,9.796943690732219,-0.27026139906103974,0.6074267967681164,0.27589894478514543,Moderate
LANDSLIDE,25.02,94.01,2490,-4.907635749369083,4.688414591345127,7.237297038622074,4.4527063188554905,-4.631576575178057,-0.9860591857653378,Extreme
LANDSLIDE,25.03,86.88,1380,-0.17855510058926177,-0.4643613511409521,9.65162240327276,0.22441332987289542,0.5713404254087322,0.670035908348517,Moderate
LANDSLIDE,23.83,90.12,2604,2.4547758952568817,2.236099708999219,8.839228577216232,3.105970275582102,-3.1226249079165993,0.6816300754813693,Extreme
LANDSLIDE,17.65,86.14,1387,-0.47846335759330916,0.31520514237911373,9.709950816851153,0.548270803827839,0.4925905276790219,-0.48384417698152515,Moderate
LANDSLIDE,22.71,90.0,3912,-3.7301064262893404,1.4252749352413225,8.426625955991183,2.655733799517689,-4.499342057371106,-0.22291255896114492,Extreme
LANDSLIDE,30.05,50.03,233,-0.05838201935883152,-0.06559544693325273,9.82026915069709,0.258149442925772,0.20130681050014831,-0.09568409311303216,Normal
LANDSLIDE,22.1,95.05,2484,-1.4882314747591847,1.584729579915877,5.449200715148923,3.0268693587175557,3.0104544056842704,-1.3321179276606112,Extreme
LANDSLIDE,17.53,87.18,1621,0.3055818064941934,-0.2836731362790669,9.710483160057532,-0.4178243881872103,0.3521444878007949,0.5263767795405812,Moderate
LANDSLIDE,30.05,60.84,254,-0.07430335935673614,-0.08133735316648266,9.831254254064223,0.29808956688270183,0.49534792992776067,-0.3595652395297678,Normal
LANDSLIDE,19.0,82.74,1822,0.4497634124142045,-0.4632511656722452,9.640951071305253,-0.7239677911475266,-0.5570428417442769,0.02424038019873298,Moderate
LANDSLIDE,16.61,77.52,1895,0.4546129183702352,-0.4494752925783675,9.664154641149839,-0.28434252930709436,0.0354455582505242,0.6644667902806511,Moderate
LANDSLIDE,16.36,82.51,2101,0.92143516247763,-0.7992067623036736,9.162201560979012,0.11165306018234977,0.18523557256830103,0.6436921626720451,Severe
LANDSLIDE,21.52,97.56,3242,-2.028123706188374,-1.5988749132381863,8.612602869082513,3.259997310730654,-4.219348991945274,-0.5954047141658241,Extreme
LANDSLIDE,23.76,83.1,2298,-0.6610545205428571,-0.7067029833905849,9.158307670607826,-0.545328341457328,-0.6643593227444469,-0.2979597148034796,Severe
LANDSLIDE,25.51,70.63,1253,-0.23357248022760163,0.3062214842884554,9.776947504884015,0.037411665009555506,0.05270576590978793,-0.025088504958036828,Moderate
LANDSLIDE,19.02,70.01,1451,-0.29793349450152445,-0.3590677988179293,9.67148289841067,-0.6601035269764295,0.7564382475559535,-0.26665920761606154,Moderate
LANDSLIDE,26.08,70.59,1014,-0.06891347420611893,0.03390709197400499,9.758123348009747,0.41340422071306004,0.10340280890452025,-0.048832266028844606,Normal
LANDSLIDE,23.39,87.54,2537,-2.066803372623608,-1.2084645879851679,8.795084691826052,-3.3022657989284427,1.6874162436797857,1.8270624179920008,Extreme
LANDSLIDE,25.16,67.03,116,-0.07671044710952142,-0.017932973354404164,9.786400191108227,-0.3288283836581323,0.0735621155212195,0.015950796744275686,Normal
LANDSLIDE,31.43,76.14,1198,-0.003912051858602952,0.06710636800506734,9.899564162495432,0.33340756912518277,-0.4473779501881827,-0.4236207761149765,Normal
LANDSLIDE,31.68,78.67,1042,-0.004721185586517435,0.03859758447718603,9.777299749314624,0.36400318300479806,0.10392688443065812,0.1510852803719135,Normal
LANDSLIDE,23.53,89.67,2259,0.9186066732702114,-0.5061476969534134,9.533939554412381,0.6698303898404219,-0.34435698498113543,0.1450082292768049,Severe
LANDSLIDE,32.04,55.76,1051,-0.00758314308579533,-0.08032746182686981,9.85365771961877,-0.33248756585696393,-0.025272131764372263,-0.2750732993644094,Normal
LANDSLIDE,21.76,85.47,2494,4.575188413692387,-2.376152563401778,8.120757125601923,-3.4968377866601656,2.7408428128313416,-1.4123289779755375,Extreme
LANDSLIDE,19.32,92.3,2291,0.6655068572139893,0.8235097197105721,9.158010372195104,-0.600815047226086,0.39067978331722775,0.20509756668077173,Severe
LANDSLIDE,19.37,82.28,1550,-0.15805817828538443,-0.35105176173994224,9.598112236514558,-0.13841089941656715,-0.08136918146346428,-0.43512015069085097,Moderate
LANDSLIDE,18.42,91.97,2097,0.624491643615493,0.8133314478948757,9.02258503076348,0.6050134763808241,0.7038051468377227,0.155664393255724,Severe
LANDSLIDE,29.74,92.41,2619,-2.4229745303143897,4.667473920161131,5.321328232567042,3.0144066689351847,-4.869050804589985,1.3386782889800024,Extreme
LANDSLIDE,15.9,89.76,2374,-0.5330304014641633,0.9585075885585488,9.438144514478989,0.0622896576883325,0.8575651147309242,0.8934669429231858,Severe
LANDSLIDE,32.24,45.14,526,-0.06838017006503656,0.07960277472929084,9.813782008149357,0.01799629929989499,0.07202940641162403,0.25709999528214356,Normal
LANDSLIDE,18.27,78.28,1930,0.3994021989203761,0.40337140560730045,9.6846020290439,-0.13857596870008604,-0.5343922788109255,-0.6637268013826848,Moderate
LANDSLIDE,24.68,77.34,1802,0.4247790833415248,0.24619765340759125,9.686921621273871,-0.5425816416110523,-0.3976304715711317,-0.08456919617038017,Moderate
LANDSLIDE,19.71,78.02,1612,-0.18622947163882084,0.22860384176348494,9.778752850272125,0.05395043974675118,0.616808895829728,0.6770493769216857,Moderate
LANDSLIDE,22.09,77.5,1450,0.17422774388937226,-0.4329425917563401,9.567993982595306,-0.4081352691312285,0.6567387942499068,0.3066468354002996,Moderate
LANDSLIDE,31.17,54.03,95,0.04696786222108687,0.039888868062777694,9.809480177265469,0.42746807979413615,0.44349460355168235,-0.3678275964611114,Normal
LANDSLIDE,21.87,90.23,2808,-1.6868983412363043,1.8017204815961705,4.236451529595662,-3.5662989776926635,-3.476530594665246,-0.6380423201432279,Extreme
LANDSLIDE,18.01,88.51,1836,-0.36688058539858814,-0.1661197500634033,9.534716428915718,0.101113072457234,-0.26763311127140044,0.5875770997336731,Moderate
LANDSLIDE,20.21,91.51,2142,-0.8048890520374381,-0.5899447781202942,9.373639310996992,-0.7556938640749571,0.3908915695897712,-0.13460953942034481,Severe
LANDSLIDE,21.81,80.35,2385,-0.5190726157384704,-0.7247528757570703,9.231037150359333,-0.14585724066749428,-0.6752148422764324,-0.9245347230285945,Severe
LANDSLIDE,21.91,87.36,2233,0.7814405311176846,0.6892997357058318,9.45450834869829,0.8390074661527633,0.14545809318003666,0.4940386911273835,Severe
LANDSLIDE,17.7,91.02,2363,0.9065671379418205,-0.7311679332021834,9.120427060690256,-0.6917263492528198,0.1283238645570015,-0.79257838638994,Severe
LANDSLIDE,27.73,65.24,670,0.09003539332844768,0.03383511203183098,9.813979231681035,0.42947081572643453,0.3010676557608707,0.16668629957782988,Normal
LANDSLIDE,17.18,71.87,2024,-0.21091469951943198,0.35803708406921597,9.792540869425657,-0.5839848969132535,0.6516041620985931,-0.055293410841659396,Moderate
LANDSLIDE,16.5,71.51,1463,-0.20139815224305702,-0.2575679859332808,9.649002225281006,-0.4886424629188808,0.14344553612008681,0.40646820909775205,Moderate
LANDSLIDE,26.99,92.34,2938,-1.5363799456025036,2.747344780758307,8.369141014542745,-1.8876208687473357,-3.292659675093228,-1.7950183563282112,Extreme
LANDSLIDE,21.77,77.99,1442,0.2892213714951228,0.30386599697383887,9.521242424444898,0.00844082613185948,0.17015119645714838,-0.13887341789271623,Moderate
LANDSLIDE,17.4,77.74,1620,-0.4767985659564057,0.38077780932639405,9.796975770329707,-0.5262176642805263,0.22409916280105735,0.380291064297402,Moderate
LANDSLIDE,24.26,86.76,1452,0.1570153345772292,-0.2977469165865382,9.740390337964113,-0.3958901469609874,0.6802968524513016,-0.37787128442702883,Moderate
LANDSLIDE,20.95,94.83,3392,-4.9611689529164895,2.2317497183166513,7.387358042434205,-1.9179977125137309,-2.4655678511995633,-0.025581650189194782,Extreme
LANDSLIDE,31.56,41.93,327,0.05919837533161362,0.047301893695460895,9.74705675012298,-0.1795341794275661,-0.3020828247361995,-0.30442788013544264,Normal
LANDSLIDE,15.99,78.3,1610,0.3757070687313256,0.4018541013125764,9.507019514680016,-0.2368116100818768,0.07720105768019414,-0.40756253006066423,Moderate
LANDSLIDE,30.51,76.05,750,-0.08572260461044595,-0.060688453009342204,9.783955612034035,-0.12006841276160707,-0.09821486356335152,0.2947805010807194,Normal
LANDSLIDE,24.4,96.63,3350,-1.910643405495549,4.881885249662945,5.479585775298041,1.2177426205310617,4.330121382557904,-1.2009681153050353,Extreme
LANDSLIDE,31.98,51.66,354,-0.0945266959747174,0.08216872523663085,9.894229566526686,-0.46211519121147326,-0.09178619611958172,-0.28519540917695685,Normal
LANDSLIDE,20.25,86.75,2199,0.6765543529364868,-0.9212448099537438,9.509364193872228,0.6331735041095214,0.7330682304617462,-0.3158819850906325,Severe
LANDSLIDE,23.21,87.07,3008,2.5056736340317465,3.911294568140052,6.29100679340583,4.3352756576412155,-1.7552311995106462,0.6693250282641023,Extreme
LANDSLIDE,15.97,88.51,1882,-0.30907272890172555,-0.2371317982040202,9.70117990980865,0.32722131363719753,-0.5880748130927007,-0.356616194967493,Moderate
LANDSLIDE,31.79,51.22,704,-0.007290663295267702,-0.04756727046390044,9.785742244164966,0.024280391473583962,-0.33727687525647765,0.2678826614122213,Normal
LANDSLIDE,23.84,91.39,3898,1.1402161360350123,-4.159764091642126,4.251076801434675,-1.2497694659838885,-2.6202174987916,-1.3347073959107592,Extreme
LANDSLIDE,19.87,84.85,2056,0.9774355663266121,0.5068606933503301,9.405785164583687,-0.2810290599301428,-0.1881080561237034,0.47208296384466286,Severe
LANDSLIDE,17.53,89.79,1254,-0.3500139184654577,0.34203251114207217,9.629210255178528,0.2553761946706741,0.044530421387387165,-0.5069574487259323,Moderate
LANDSLIDE,18.58,73.96,1570,-0.235882507692872,0.3279734245884248,9.562333618224606,0.5330748055926655,0.29260315972001494,0.7545169600330699,Moderate
LANDSLIDE,22.86,78.62,1368,0.22105924124296508,0.2530029368548989,9.642131070659437,0.010972760008537308,0.5913203479457712,0.5776329674968017,Moderate
LANDSLIDE,22.04,89.46,2208,-0.7797838468268457,0.7371511276937794,9.472763448660926,-0.3608358959526432,-0.9322201760875017,0.8921785450815489,Severe
LANDSLIDE,22.34,84.41,1728,-0.48008512632226763,0.15763074580000327,9.782659692866181,-0.7039497520207236,0.514485864381429,0.10557576165287885,Moderate
LANDSLIDE,29.6,82.26,2156,0.8297639861408683,0.6480332260357271,9.397860209452174,0.6968204418090558,0.5212441417723022,0.2331133138410857,Severe
LANDSLIDE,24.55,99.02,3855,2.4737986915630596,4.752864508089384,5.563049833824231,-4.910090088241075,-1.1107414971629412,1.766633306674371,Extreme
LANDSLIDE,26.85,85.64,3946,-3.8393328044136488,2.2574276575350085,5.394469395264495,4.7478053453251725,-4.53403413794147,0.8171589494406617,Extreme
LANDSLIDE,23.89,90.43,2327,0.5093156157782504,-0.5236766749024893,9.447683419395933,0.1852736096025973,-0.5588114053013324,0.7843486619434863,Severe
LANDSLIDE,26.37,87.05,4072,4.820848944801604,2.78433448229642,5.98317077093785,3.5718934275019714,-2.9318219284810745,-1.7599055704220885,Extreme
LANDSLIDE,29.96,97.04,2750,2.591174004218135,-4.710517860037394,4.0689283618675125,-3.9594704708858948,3.0694419312480097,-0.5116779395253714,Extreme
LANDSLIDE,17.87,83.96,2211,0.6594667582641132,0.7050321447971339,9.565115949553839,0.40790687493064715,-0.8239919299677338,0.8417481149157613,Severe
LANDSLIDE,15.51,92.72,2430,0.5636640898246237,-0.5069951239495167,9.528941801999354,-0.17774658619167827,-0.14262431905975648,0.5830244954972355,Severe
LANDSLIDE,29.3,90.21,2216,-0.6869537116926479,0.7480159057761631,9.11257695927075,0.863936146018268,0.06615038658290562,0.908185336975865,Severe
LANDSLIDE,23.42,72.48,1665,0.3265361599483182,-0.4259693697110051,9.514569391437476,0.292470066510113,0.5052590708169944,0.2889860775194468,Moderate
LANDSLIDE,21.11,87.98,2855,-4.7376548560202405,1.3540856185684937,8.753891181154497,-4.472314450847369,-4.536318957194928,-1.6811796004471544,Extreme
LANDSLIDE,27.33,81.09,2138,-0.9230306242542385,-0.711753551939835,9.254048446965582,0.8618658062226281,0.9881079631141114,0.32375231597323073,Severe
LANDSLIDE,20.57,89.03,1275,-0.15961734534846123,-0.22120716009300304,9.621627319903682,0.6111643169498489,-0.27816558000226377,0.2166557214526974,Moderate
LANDSLIDE,21.01,92.21,2373,-0.7711196017550137,-0.9761669383706861,9.132415344427463,-0.6193835961345564,0.20114252142611422,0.08067819860965053,Severe
LANDSLIDE,28.43,89.68,3708,1.3157044687784625,1.3978181535770728,6.504316492621528,-2.117390585089625,2.639731336042723,-1.4832690459955558,Extreme
LANDSLIDE,26.58,88.47,3687,-4.319244913989371,3.5855347068269445,5.638330532151491,3.7330555763272257,-1.4613318021728485,-0.39389120821426093,Extreme
LANDSLIDE,18.15,85.48,2321,-0.6562001992954396,0.6284217312985384,9.039189066069063,0.9091002984806982,-0.2761396325725678,0.8009985542285085,Severe
LANDSLIDE,27.04,95.95,3703,-3.4496918055999246,3.885417542147312,4.630361077263642,-1.782970924330915,-2.512557873298083,-0.7340449610049893,Extreme
LANDSLIDE,17.21,83.57,2338,-0.565616429999079,-0.9828663957724451,9.349827947864146,-0.6712804286064784,0.09454304249938073,0.4716978743160831,Severe
LANDSLIDE,28.42,61.94,254,0.04130599511403296,-0.09693576960705708,9.818225258405727,-0.2695954522256748,0.4386733208797078,0.3240013533744829,Normal
LANDSLIDE,25.85,43.55,278,0.06442621058052575,-0.03898341329345892,9.891797644400778,0.35771559536923336,-0.1235555179888651,-0.05878818090544269,Normal
LANDSLIDE,27.32,73.16,102,0.018887812027375855,0.03515275219528802,9.817025572705084,0.10095496004493865,0.19515244998043912,0.04707352047851965,Normal
LANDSLIDE,32.33,47.79,589,-0.09642988390777113,0.05215165600606339,9.747479251338392,0.2639389602121721,0.15425502890315845,0.21769254899025803,Normal
LANDSLIDE,20.18,71.77,1320,0.4048278380000071,0.18767612362137998,9.784749388988997,0.6896607907987944,-0.33522467385762256,-0.7886550251721047,Moderate
LANDSLIDE,17.11,79.43,1536,-0.31392391080929316,0.30797373610267287,9.607235361358576,-0.5707540383599672,-0.7924310133782854,0.1597622949147508,Moderate
LANDSLIDE,25.98,89.48,1454,0.4695781148375272,-0.30676293186994424,9.607431623440796,0.608553848286314,0.12822271050869016,-0.2936780795325783,Moderate
LANDSLIDE,30.0,74.85,371,-0.052490603633296606,-0.09891177342673174,9.787557377550536,0.4605859169388211,0.01737710293243755,0.18208238925237952,Normal
LANDSLIDE,17.84,75.29,1999,0.46762411730027353,0.34278618532780547,9.680238004220657,-0.14305839567169853,0.5369798150980336,-0.44393396241197575,Moderate
LANDSLIDE,28.46,89.9,1947,-0.16835081733505142,-0.23910115134710191,9.597858399767556,-0.7484667742382594,0.15841524183614042,0.7357198504872922,Moderate
LANDSLIDE,27.62,79.92,1692,-0.4925889435010331,0.31078445548113864,9.59215916711519,0.38032961002119636,-0.6004973801099696,-0.3903481816670995,Moderate
LANDSLIDE,25.44,80.09,1781,0.16410721686935753,0.49359834813425385,9.625537171839277,0.6482899828283535,-0.521025609737436,-0.11930994707201192,Moderate
LANDSLIDE,32.06,67.1,1041,-0.09694162483502827,-0.05843117656060153,9.714038157040799,0.4240426180705541,-0.4782619637604574,-0.15515099361270013,Normal
LANDSLIDE,26.43,69.41,1150,-0.0023724093116044703,-0.05510381008228271,9.767155782150816,0.07271797136901748,-0.13474613882866937,-0.2578510494766336,Normal
LANDSLIDE,28.99,94.35,2430,0.8821273300771513,0.7351421126723057,9.045270409623317,-0.6268796648586188,0.8659695111316508,-0.1417616582113539,Severe
LANDSLIDE,18.32,85.62,2434,-0.5233037298897136,-0.8214661805376394,9.248843991893573,0.6757678469884858,0.18535750558024655,0.7317799441656141,Severe
LANDSLIDE,27.06,85.05,3396,1.1840648445007496,-3.780674941648019,6.534818684029041,3.633495368424668,1.4115806281007321,-0.7677944505407481,Extreme
LANDSLIDE,28.55,89.39,2670,1.2052853006043547,-3.700524545358315,8.220816683880845,-4.753102042081418,-2.470482729954208,-1.1468302358524003,Extreme
LANDSLIDE,28.46,82.17,2312,0.6488767274648841,-0.9228477169992445,9.411303222248737,0.6457816461572743,-0.10931447231502633,-0.6634544389917767,Severe
LANDSLIDE,26.92,93.93,2564,-1.9649799404470563,2.3036440993058354,7.173633253050738,3.7051697385254636,4.351273427520644,-0.5646537793949586,Extreme
LANDSLIDE,27.56,86.32,2414,-0.9815717120808202,-0.8871411670421727,9.213726385895493,-0.9775917343975558,-0.7114539371570028,-0.09280699561391037,Severe
LANDSLIDE,22.12,86.63,2340,-0.9435126050220175,0.774580265108934,9.096208581973615,-0.5342285539410785,-0.06437684405019994,0.41559347652790657,Severe
LANDSLIDE,24.85,88.98,4095,2.5582544012161046,3.098500552404175,5.09088066431641,4.4324656928445805,-3.3192931230811484,-0.388527223299421,Extreme
LANDSLIDE,25.92,93.49,3746,-4.027469251457235,3.692564786706638,7.62945670535028,-2.102307140756558,4.645402455843342,-0.5274776067818863,Extreme
LANDSLIDE,28.65,82.36,1831,0.3427315655659424,-0.27635910248921225,9.60546285867831,-0.6751803053540937,-0.7871866408378131,-0.7410836333305133,Moderate
LANDSLIDE,27.1,40.97,949,-0.007347186875264339,-0.0777050970971718,9.86905695080889,0.06479321251495562,-0.4862464776526668,0.33694525074517145,Normal
LANDSLIDE,26.57,94.16,2563,-3.04842222359248,2.0061247193249385,4.620187130698927,1.1205050930686082,2.834041841733103,-1.782218653929081,Extreme
LANDSLIDE,16.1,86.99,2126,0.664088538926817,-0.851043345104159,9.103864970554833,0.8356924195816242,-0.5678001630778848,0.43694823223471646,Severe
LANDSLIDE,25.61,89.37,1724,-0.3252746490704329,-0.18110737383298028,9.664964105544191,-0.6714396899363427,-0.0686853221479009,0.09037672974165412,Moderate
LANDSLIDE,17.98,90.85,2446,0.9326665867046591,-0.5781202602634286,9.061129119229093,0.18906613850688703,0.7268615419166984,-0.30615538526524055,Severe
LANDSLIDE,17.04,89.21,1290,-0.1954370236394483,-0.2545289464563251,9.726923478956628,0.19000562631996465,-0.5064976588333314,0.19448847053397045,Moderate
LANDSLIDE,28.67,65.52,406,-0.07048348097439655,-0.03774210925423043,9.777428635536182,-0.4970431523284443,0.041736125672579116,-0.31410462024746844,Normal
LANDSLIDE,23.99,80.98,2163,0.9767518374625426,0.683803241366564,9.43987715016617,-0.4762806761482843,0.7727342766827019,0.20393088417248006,Severe
LANDSLIDE,19.51,81.95,1590,0.38812442996321395,-0.1964094370339204,9.528569838987503,0.3032148495264724,0.6807541644901847,0.46876922855200887,Moderate
LANDSLIDE,21.98,95.18,4001,-3.5843306573888234,4.1671466003149575,6.881082094967187,3.383770128726033,-1.844988597797901,1.0554345377534196,Extreme
LANDSLIDE,29.43,83.7,2155,-0.6566329734601268,-0.56415453567519,9.27854387887652,-0.8088387193213578,-0.005075406380927294,-0.34516953574978837,Severe
LANDSLIDE,25.97,88.54,1935,0.41154684067285596,0.4880786791370617,9.537799868814162,0.353307521356957,-0.09850573868854173,0.17614000615727154,Moderate
LANDSLIDE,29.31,97.21,3714,-1.556324192297795,-4.818428625263984,4.931513616183643,4.281844879780709,4.3944448962761316,-0.14621442617845437,Extreme
LANDSLIDE,26.02,74.84,283,-0.037166605726577026,-0.0857388939455748,9.741378540371597,-0.27147814493774247,0.08889062337653453,0.07278876619741304,Normal
LANDSLIDE,22.81,93.64,2445,0.8970508946587568,0.7428391645523842,9.31464130989906,0.20417426109700942,0.6145586320475063,-0.0918485846308763,Severe
LANDSLIDE,29.27,83.71,2130,0.7476018097921489,-0.951802839974603,9.586116755305776,0.7008395849488911,0.9031771828097559,0.8992034675655749,Severe
LANDSLIDE,28.75,99.13,2926,-2.1496700742193107,-2.052650929416471,6.280817620922006,-3.763713612852363,-4.957704793722025,0.144296219653679,Extreme
LANDSLIDE,20.26,86.87,1284,-0.3572348169572489,0.36601913096232574,9.776512616110029,0.539743070077634,0.27094333467726583,-0.07503122200727186,Moderate
LANDSLIDE,19.79,87.31,2425,0.8077672904433276,0.6057428406415553,9.343675496956747,-0.8495959282327206,-0.38448083292545854,-0.9166057754242944,Severe
LANDSLIDE,28.78,97.81,2722,4.200559861175256,2.31948565059682,6.391599539963667,2.4572196987044355,2.735115150681584,-0.3601983673124116,Extreme
LANDSLIDE,31.85,69.28,802,0.0005158395362256235,-0.07341526496509904,9.898335475301046,0.40738437345560385,-0.08346089833531012,0.17827665121301117,Normal
LANDSLIDE,24.01,87.97,2526,-3.1278557402706366,-1.1326958587892428,8.791604588929276,4.292816451560779,-2.0233847176178257,-1.0100548389644985,Extreme
LANDSLIDE,26.79,93.33,4095,4.6773721805117185,-4.202581187482311,7.108461536030185,2.5872313008106187,4.164319155954031,-1.848805048674223,Extreme
LANDSLIDE,25.54,87.21,3066,4.4150307678453125,-2.650936270754705,4.995605819583522,-4.403405007844391,2.490786579377045,1.3397833299836637,Extreme
LANDSLIDE,22.49,84.85,2148,0.8015863355950592,0.9603670077144121,9.567498505731061,-0.89772072490736,0.790432449338963,-0.7258719691532178,Severe
LANDSLIDE,19.94,82.8,2115,-0.6359438318955413,0.9503837773705346,9.373918545601606,-0.618261581601935,-0.3821022464657464,-0.34149293684884885,Severe
LANDSLIDE,24.73,94.67,2437,0.5615696565522188,-0.6196192178353741,9.18177497320327,-0.589001509441452,-0.39159549947611394,-0.45773958818942195,Severe
LANDSLIDE,23.6,91.32,3536,-3.327268041934794,4.622551558620663,5.387881598980529,4.4414753848832556,-4.697206838938687,0.7867833762927976,Extreme
LANDSLIDE,18.64,93.59,2190,0.7358346061619454,0.6604052085692007,9.062213940534798,-0.4019211123020947,0.9737543312797712,0.25390789829492477,Severe
LANDSLIDE,28.23,48.66,102,-0.07933521490653535,0.09973374842436619,9.849648879793495,-0.4349647845866822,-0.12022731105435214,-0.12639044184946702,Normal
LANDSLIDE,24.69,86.08,2212,-0.5291726645051547,0.9457005414071037,9.500971726366584,0.41606119374444583,-0.7553315213413334,-0.9235932041200334,Severe
LANDSLIDE,28.22,79.17,223,0.017579542322780695,-0.04664591642352736,9.824117595605525,0.3148711314978986,0.41169003946271854,0.4177521595494339,Normal
LANDSLIDE,27.32,56.55,1135,0.07113686254708604,0.07941048851669671,9.781438281843203,0.40080925207542584,0.01867552266546535,0.43121755669835116,Normal
LANDSLIDE,22.87,77.27,1557,0.20338247798269654,-0.40944452484549865,9.717833187907827,-0.5830872812685993,0.4019421749370038,0.10496197838764076,Moderate
LANDSLIDE,27.39,91.1,2361,0.8516154023552155,-0.920795647051377,9.596702387290081,0.4617670169767354,0.8243672421190265,-0.939191966645808,Severe
LANDSLIDE,29.4,83.7,2372,-0.8937887145974934,0.6956866235966874,9.398555954999585,0.8984987834029652,0.8525509518891985,-0.2759893632804207,Severe
LANDSLIDE,25.16,81.09,2339,-0.6543295506147249,-0.6074030919675936,9.065320325377439,-0.11418078819044397,-0.07208287965470084,0.03778920409720188,Severe
LANDSLIDE,17.88,94.12,2263,-0.62733512827154,0.7175672497276919,9.43513434679956,-0.32229597754578276,-0.0250862809313539,-0.23915942090701825,Severe
LANDSLIDE,22.0,87.58,2719,1.0716650402578467,3.302627257806171,7.170123423664794,2.716334385062445,1.1658318097579372,0.672748768088784,Extreme
LANDSLIDE,29.85,89.22,2079,-0.8274444726641128,-0.5563354170450518,9.425911650791264,0.8911251089487391,0.26799744005686876,0.6547948753333985,Severe
